algo,start,outcome,consent_before,consent_after,consent_delta,consent_path_before,consent_path_after,total_before,total_after,total_delta,total_path_before,total_path_after
Remove Min-Cut,Audiobooks,Out_AllMedia,,,,Audiobooks → ExtMediaSvc → Out_AllMedia,Audiobooks → ExtMediaSvc → Out_AllMedia,2,2,0,Audiobooks → ExtMediaSvc → Out_AllMedia,Audiobooks → ExtMediaSvc → Out_AllMedia
Remove Min-Cut,Audiobooks,Out_Payments,,,,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
Remove Min-Cut,Audiobooks,Out_Personalized,,,,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
Remove Min-Cut,Audiobooks,Out_AllContent,,,,Audiobooks → ExtMediaSvc → Out_AllContent,Audiobooks → ExtMediaSvc → Out_AllContent,2,2,0,Audiobooks → ExtMediaSvc → Out_AllContent,Audiobooks → ExtMediaSvc → Out_AllContent
Remove Min-Cut,Audiobooks,ConsentSaved,3,,,Audiobooks → Manage → Modal → Save → ConsentSaved,,4,,,Audiobooks → Manage → Modal → Save → ConsentSaved,
Remove Min-Cut,Audiobooks,OutcomeTelemetry,,,,Audiobooks → AnalyticsSvc → OutcomeTelemetry,Audiobooks → AnalyticsSvc → OutcomeTelemetry,2,2,0,Audiobooks → AnalyticsSvc → OutcomeTelemetry,Audiobooks → AnalyticsSvc → OutcomeTelemetry
Remove Min-Cut,DigitalMag,Out_BasicAccess,,,,,,,,,,
Remove Min-Cut,DigitalMag,Out_SecuredLogin,,,,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
Remove Min-Cut,DigitalMag,Out_AllMedia,,,,DigitalMag → ExtMediaSvc → Out_AllMedia,DigitalMag → ExtMediaSvc → Out_AllMedia,2,2,0,DigitalMag → ExtMediaSvc → Out_AllMedia,DigitalMag → ExtMediaSvc → Out_AllMedia
Remove Min-Cut,DigitalMag,Out_Payments,,,,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
Remove Min-Cut,DigitalMag,Out_Personalized,,,,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
Remove Min-Cut,DigitalMag,Out_AllContent,,,,DigitalMag → ExtMediaSvc → Out_AllContent,DigitalMag → ExtMediaSvc → Out_AllContent,2,2,0,DigitalMag → ExtMediaSvc → Out_AllContent,DigitalMag → ExtMediaSvc → Out_AllContent
Remove Min-Cut,DigitalMag,ConsentSaved,3,,,DigitalMag → Manage → Modal → Save → ConsentSaved,,4,,,DigitalMag → Manage → Modal → Save → ConsentSaved,
Remove Min-Cut,DigitalMag,OutcomeTelemetry,,,,DigitalMag → AnalyticsSvc → OutcomeTelemetry,DigitalMag → AnalyticsSvc → OutcomeTelemetry,2,2,0,DigitalMag → AnalyticsSvc → OutcomeTelemetry,DigitalMag → AnalyticsSvc → OutcomeTelemetry
Remove Min-Cut,Membership,Out_BasicAccess,,,,,,,,,,
Remove Min-Cut,Membership,Out_SecuredLogin,,,,Membership → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Membership → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,Membership → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Membership → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
Remove Min-Cut,Membership,Out_AllMedia,,,,Membership → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Membership → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,5,5,0,Membership → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Membership → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
Remove Min-Cut,Membership,Out_Payments,,,,Membership → Out_Payments,Membership → Out_Payments,1,1,0,Membership → Out_Payments,Membership → Out_Payments
Remove Min-Cut,Membership,Out_Personalized,,,,Membership → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Membership → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,Membership → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Membership → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
Remove Min-Cut,Membership,Out_AllContent,,,,Membership → PaymentsSvc → Out_AllContent,Membership → PaymentsSvc → Out_AllContent,2,2,0,Membership → PaymentsSvc → Out_AllContent,Membership → PaymentsSvc → Out_AllContent
Remove Min-Cut,Membership,ConsentSaved,3,,,Membership → Manage → Modal → Save → ConsentSaved,,4,,,Membership → Manage → Modal → Save → ConsentSaved,
Remove Min-Cut,Membership,OutcomeTelemetry,,,,Membership → AnalyticsSvc → OutcomeTelemetry,Membership → AnalyticsSvc → OutcomeTelemetry,2,2,0,Membership → AnalyticsSvc → OutcomeTelemetry,Membership → AnalyticsSvc → OutcomeTelemetry
Remove Min-Cut,ContactUs,Out_BasicAccess,,,,,,,,,,
Remove Min-Cut,ContactUs,Out_SecuredLogin,,,,ContactUs → Out_SecuredLogin,ContactUs → Out_SecuredLogin,1,1,0,ContactUs → Out_SecuredLogin,ContactUs → Out_SecuredLogin
Remove Min-Cut,ContactUs,Out_AllMedia,,,,ContactUs → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,ContactUs → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,5,5,0,ContactUs → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,ContactUs → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
Remove Min-Cut,ContactUs,Out_Payments,,,,ContactUs → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,ContactUs → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,ContactUs → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,ContactUs → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
Remove Min-Cut,ContactUs,Out_Personalized,,,,ContactUs → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,ContactUs → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,ContactUs → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,ContactUs → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
Remove Min-Cut,ContactUs,Out_AllContent,,,,ContactUs → SupportSvc → Out_AllContent,ContactUs → SupportSvc → Out_AllContent,2,2,0,ContactUs → SupportSvc → Out_AllContent,ContactUs → SupportSvc → Out_AllContent
Remove Min-Cut,ContactUs,ConsentSaved,3,,,ContactUs → Manage → Modal → Save → ConsentSaved,,4,,,ContactUs → Manage → Modal → Save → ConsentSaved,
Remove Min-Cut,ContactUs,OutcomeTelemetry,,,,ContactUs → AnalyticsSvc → OutcomeTelemetry,ContactUs → AnalyticsSvc → OutcomeTelemetry,2,2,0,ContactUs → AnalyticsSvc → OutcomeTelemetry,ContactUs → AnalyticsSvc → OutcomeTelemetry
Remove Min-Cut,Login,Out_BasicAccess,,,,,,,,,,
Remove Min-Cut,Login,Out_SecuredLogin,,,,Login → Out_SecuredLogin,Login → Out_SecuredLogin,1,1,0,Login → Out_SecuredLogin,Login → Out_SecuredLogin
Remove Min-Cut,Login,Out_AllMedia,,,,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,5,5,0,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
Remove Min-Cut,Login,Out_Payments,,,,Login → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Login → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,Login → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Login → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
Remove Min-Cut,Login,Out_Personalized,,,,Login → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Login → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,Login → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Login → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
Remove Min-Cut,Login,Out_AllContent,,,,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,5,5,0,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent
Remove Min-Cut,Login,ConsentSaved,3,,,Login → Manage → Modal → Save → ConsentSaved,,4,,,Login → Manage → Modal → Save → ConsentSaved,
Remove Min-Cut,Login,OutcomeTelemetry,,,,Login → Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,Login → Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,5,5,0,Login → Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,Login → Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry
Remove Min-Cut,Manage,Out_BasicAccess,,,,,,,,,,
Remove Min-Cut,Manage,Out_SecuredLogin,,,,Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,4,4,0,Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
Remove Min-Cut,Manage,Out_AllMedia,,,,Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,4,4,0,Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
Remove Min-Cut,Manage,Out_Payments,,,,Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,4,4,0,Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
Remove Min-Cut,Manage,Out_Personalized,,,,Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,4,4,0,Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
Remove Min-Cut,Manage,Out_AllContent,,,,Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,4,4,0,Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent
Remove Min-Cut,Manage,ConsentSaved,2,,,Manage → Modal → Save → ConsentSaved,,3,,,Manage → Modal → Save → ConsentSaved,
Remove Min-Cut,Manage,OutcomeTelemetry,,,,Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,4,4,0,Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry
Remove Min-Cut,Modal,Out_BasicAccess,,,,,,,,,,
Remove Min-Cut,Modal,Out_SecuredLogin,,,,Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,3,3,0,Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
Remove Min-Cut,Modal,Out_AllMedia,,,,Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,3,3,0,Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
Remove Min-Cut,Modal,Out_Payments,,,,Modal → AccPayments → PaymentsSvc → Out_Payments,Modal → AccPayments → PaymentsSvc → Out_Payments,3,3,0,Modal → AccPayments → PaymentsSvc → Out_Payments,Modal → AccPayments → PaymentsSvc → Out_Payments
Remove Min-Cut,Modal,Out_Personalized,,,,Modal → AccPersonal → PersonalSvc → Out_Personalized,Modal → AccPersonal → PersonalSvc → Out_Personalized,3,3,0,Modal → AccPersonal → PersonalSvc → Out_Personalized,Modal → AccPersonal → PersonalSvc → Out_Personalized
Remove Min-Cut,Modal,Out_AllContent,,,,Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,3,3,0,Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,Modal → AccExtMedia → ExtMediaSvc → Out_AllContent
Remove Min-Cut,Modal,ConsentSaved,1,,,Modal → Save → ConsentSaved,,2,,,Modal → Save → ConsentSaved,
Remove Min-Cut,Modal,OutcomeTelemetry,,,,Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,3,3,0,Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry
Remove Min-Cut,LetMeChoose,Out_BasicAccess,,,,,,,,,,
Remove Min-Cut,LetMeChoose,Out_SecuredLogin,,,,LetMeChoose → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,LetMeChoose → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,4,4,0,LetMeChoose → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,LetMeChoose → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
Remove Min-Cut,LetMeChoose,Out_AllMedia,,,,LetMeChoose → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,LetMeChoose → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,4,4,0,LetMeChoose → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,LetMeChoose → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
Remove Min-Cut,LetMeChoose,Out_Payments,,,,LetMeChoose → Modal → AccPayments → PaymentsSvc → Out_Payments,LetMeChoose → Modal → AccPayments → PaymentsSvc → Out_Payments,4,4,0,LetMeChoose → Modal → AccPayments → PaymentsSvc → Out_Payments,LetMeChoose → Modal → AccPayments → PaymentsSvc → Out_Payments
Remove Min-Cut,LetMeChoose,Out_Personalized,,,,LetMeChoose → Modal → AccPersonal → PersonalSvc → Out_Personalized,LetMeChoose → Modal → AccPersonal → PersonalSvc → Out_Personalized,4,4,0,LetMeChoose → Modal → AccPersonal → PersonalSvc → Out_Personalized,LetMeChoose → Modal → AccPersonal → PersonalSvc → Out_Personalized
Remove Min-Cut,LetMeChoose,Out_AllContent,,,,LetMeChoose → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,LetMeChoose → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,4,4,0,LetMeChoose → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,LetMeChoose → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent
Remove Min-Cut,LetMeChoose,ConsentSaved,2,,,LetMeChoose → Modal → Save → ConsentSaved,,3,,,LetMeChoose → Modal → Save → ConsentSaved,
Remove Min-Cut,LetMeChoose,OutcomeTelemetry,,,,LetMeChoose → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,LetMeChoose → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,4,4,0,LetMeChoose → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,LetMeChoose → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry
Remove Min-Cut,AcceptAll,Out_BasicAccess,,,,,,,,,,
Remove Min-Cut,AcceptAll,Out_SecuredLogin,,,,AcceptAll → SecuritySvc → Out_SecuredLogin,AcceptAll → SecuritySvc → Out_SecuredLogin,2,2,0,AcceptAll → SecuritySvc → Out_SecuredLogin,AcceptAll → SecuritySvc → Out_SecuredLogin
Remove Min-Cut,AcceptAll,Out_AllMedia,,,,AcceptAll → ExtMediaSvc → Out_AllMedia,AcceptAll → ExtMediaSvc → Out_AllMedia,2,2,0,AcceptAll → ExtMediaSvc → Out_AllMedia,AcceptAll → ExtMediaSvc → Out_AllMedia
Remove Min-Cut,AcceptAll,Out_Payments,,,,AcceptAll → PaymentsSvc → Out_Payments,AcceptAll → PaymentsSvc → Out_Payments,2,2,0,AcceptAll → PaymentsSvc → Out_Payments,AcceptAll → PaymentsSvc → Out_Payments
Remove Min-Cut,AcceptAll,Out_Personalized,,,,AcceptAll → PersonalSvc → Out_Personalized,AcceptAll → PersonalSvc → Out_Personalized,2,2,0,AcceptAll → PersonalSvc → Out_Personalized,AcceptAll → PersonalSvc → Out_Personalized
Remove Min-Cut,AcceptAll,Out_AllContent,,,,AcceptAll → ExtMediaSvc → Out_AllContent,AcceptAll → ExtMediaSvc → Out_AllContent,2,2,0,AcceptAll → ExtMediaSvc → Out_AllContent,AcceptAll → ExtMediaSvc → Out_AllContent
Remove Min-Cut,AcceptAll,ConsentSaved,0,0,0,AcceptAll → ConsentSaved,AcceptAll → ConsentSaved,1,1,0,AcceptAll → ConsentSaved,AcceptAll → ConsentSaved
Remove Min-Cut,AcceptAll,OutcomeTelemetry,,,,AcceptAll → AnalyticsSvc → OutcomeTelemetry,AcceptAll → AnalyticsSvc → OutcomeTelemetry,2,2,0,AcceptAll → AnalyticsSvc → OutcomeTelemetry,AcceptAll → AnalyticsSvc → OutcomeTelemetry
Remove Min-Cut,Save,Out_BasicAccess,,,,,,,,,,
Remove Min-Cut,Save,Out_SecuredLogin,,,,Save → SecuritySvc → Out_SecuredLogin,Save → SecuritySvc → Out_SecuredLogin,2,2,0,Save → SecuritySvc → Out_SecuredLogin,Save → SecuritySvc → Out_SecuredLogin
Remove Min-Cut,Save,Out_AllMedia,,,,Save → ExtMediaSvc → Out_AllMedia,Save → ExtMediaSvc → Out_AllMedia,2,2,0,Save → ExtMediaSvc → Out_AllMedia,Save → ExtMediaSvc → Out_AllMedia
Remove Min-Cut,Save,Out_Payments,,,,Save → PaymentsSvc → Out_Payments,Save → PaymentsSvc → Out_Payments,2,2,0,Save → PaymentsSvc → Out_Payments,Save → PaymentsSvc → Out_Payments
Remove Min-Cut,Save,Out_Personalized,,,,Save → PersonalSvc → Out_Personalized,Save → PersonalSvc → Out_Personalized,2,2,0,Save → PersonalSvc → Out_Personalized,Save → PersonalSvc → Out_Personalized
